epu
147.6257
130.9626
137.5203
114.8249
106.9273
111.9843
139.5195
102.8884
112.9788
104.4685
126.4814
124.2456
114.9338
146.9616
122.6051
128.2938
126.9821
126.8749
174.9269
87.745
128.1396
162.191
156.7856
142.2252
140.9613
104.0282
112.0333
128.2655
110.6678
104.2862
137.7653
127.499
109.3112
117.555
130.1082
115.7821
147.3545
108.0241
109.4835
124.558
108.4762
141.2491
135.1497
107.0178
150.8744
136.8952
106.1392
117.4862
167.318
137.5912
159.5627
149.4663
161.0883
169.7049
146.796
157.7541
155.1537
146.5224
139.23
150.5641
161.4431
156.5593
140.6617
139.6395
130.9455
143.2231
146.5733
113.5785
121.7775
131.2115
134.2726
109.9205
162.6563
165.9441
134.2677
119.7732
115.5915
145.0166
132.601
139.6088
119.6408
122.9706
144.2975
175.2976
134.9415
121.8079
134.2207
127.061
119.0993
157.3906
145.6676
167.3834
156.043
149.8345
131.0143
154.8383
201.5741
173.573
150.11
141.0583
164.018
158.9907
169.5977
152.7596
166.6262
135.1705
133.8921
119.2337
153.546
118.1115
141.3443
119.2543
134.5332
145.7477
129.3706
82.48333
95.74843
236.2088
227.3321
197.2924
176.5701
144.3006
124.0653
134.4099
140.0833
127.7482
127.3653
125.1786
124.734
133.4486
147.6677
111.0015
121.0835
99.19811
98.11185
125.9048
125.155
134.7142
133.0507
122.3524
108.1751
109.4214
146.5072
138.1042
144.2164
147.5271
133.3389
123.9042
129.475
126.0543
129.0263
172.0805
194.9201
177.4986
189.8289
169.2909
242.28
147.3303
143.1634
132.028
120.995
107.8709
115.5907
132.3799
156.4031
152.8078
181.9134
220.2053
152.248
190.2138
114.2015
118.4693
106.9031
165.9489
152.8375
165.3436
176.0338
204.0242
150.721
121.7403
118.0629
140.0237
151.8302
132.7869
162.9667
164.0041
140.9876
156.4612
160.5222
111.0895
127.702
113.8118
114.8393
138.1755
117.1124
143.8161
131.8824
126.5982
105.4429
108.7507
118.8548
98.56018
137.027
123.533
168.9351
132.7646
121.9806
102.4195
111.3153
106.3512
114.2115
95.42843
104.7948
128.7166
139.9393
131.1463
139.2529
122.4437
111.0452
96.40575
103.3669
125.9617
109.8838
131.3466
119.7869
100.1403
108.8126
99.77458
108.5422
133.8032
108.3156
108.5877
108.4604
118.472
112.5082
89.12511
91.3599
137.1217
134.3956
147.1037
149.6893
145.8036
108.0206
112.2405
112.62
127.0828
137.3308
176.3926
215.6543
193.2444
150.7712
140.8721
157.0579
126.8422
104.086
104.4928
99.53042
124.4175
129.7178
131.2814
118.306
98.10404
116.4817
115.8472
132.2542
96.52474
118.5121
115.3583
163.0854
150.4915
124.1013
95.46384
119.6431
123.882
220.8951
200.1924
180.5718
173.0858
159.6467
179.3083
151.6168
118.7968
134.4638
135.7506
312.6601
288.1147
215.0335
192.5059
196.6983
135.3358
138.048
132.0255
131.703
142.0441
171.0906
160.7255
182.8107
153.0409
199.9019
186.535
229.6163
189.628
250.3035
207.1342
155.9337
133.5376
140.2677
123.2013
136.3181
116.4547
119.528
119.6059
127.2515
119.1274
128.3321
115.1236
129.1554
130.0237
126.2766
121.9711
149.4003
147.9739
137.4283
99.12631
107.7261
88.2884
84.9016
116.9626
111.3989
107.5641
116.0698
98.94475
144.0083
111.9071
97.77718
103.7324
115.9712
114.5592
91.80544
119.5262
113.3266
133.9651
145.762
122.71
97.01213
96.09818
86.46317
100.4216
115.9212
96.19244
112.5003
88.69787
118.8623
98.19871
86.47465
132.6673
147.774
128.9533
145.6151
157.3331
239.6756
148.8006
159.3476
144.6089
125.6888
130.1926
147.2475
120.0207
275.0569
297.1825
221.9536
187.5302
236.5221
233.6522
201.7767
143.9197
169.1771
139.5665
136.7623
160.46
139.6517
113.8716
142.8999
161.2927
175.4479
175.2189
149.7556
142.5344
185.7758
169.1116
244.7457
166.5937
241.3432
185.7961
212.9394
192.4865
159.6118
153.3409
200.6276
161.9473
152.0862
194.9468
256.369
350.7124
259.365
171.106
183.1006
237.2747
184.2135
148.904
149.0519
139.7309
174.6353
223.213
214.1035
175.5301
201.5807
208.9771
250.9241
250.9266
247.8273
166.8651
188.9721
137.23
149.1446
126.7343
117.879
150.1781
179.0972
286.7412
125.6958
163.8445
150.5914
121.125
143.7684
146.3875
138.4337
124.4554
117.0047
105.5392
129.2255
151.5893
