"R0000100","R0004500","R0005500","R0005700","R0005900","R0006000","R0006800","R0007200","R0007500","R0009100","R0011600","R0011800","R0012800","R0013700","R0014100","R0441100","R0443000","R0443300","R0443900","R0444300","R0444400","R0444500","R0444600","R0446200","R0446500","R0450100","R0457200","R0492100","R0492300","R0492500","R0492700","R0492900","R0493100","R0493300","R0493500","R0493700","R0493900","R0494100","R0499200","R0527200","R0527500","R0529400"
4678,2,-4,-4,-4,-4,-4,-4,-4,6,0,0,2,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,-4,3,3,2,1,3,2,3,2,2,2,1,2,0,0,0,0
4679,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4680,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,1,1,2,2,4,4,3,-4,1,3,3,3,0,0,0,0
4681,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4682,-4,1,1,6,0,0,-4,0,6,5,3,1,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,4,2,4,4,1,1,2,4,3,1,3,0,0,0,-4
4683,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,3,3,3,3,4,2,2,3,2,2,0,0,0,-4
4684,-4,1,1,0,0,0,-4,0,6,7,5,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,1,1,1,1,2,4,1,1,3,4,2,0,0,1,1
4685,2,-4,-4,-4,-4,-4,-4,-4,6,3,5,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4686,2,-4,-4,-4,-4,-4,-4,-4,6,4,1,1,-4,-4,-4,1,-4,1,-4,-4,-4,-4,-4,1,-4,3,1,3,3,3,1,1,1,2,3,2,2,0,0,0,0
4687,2,-4,-4,-4,-4,-4,-4,-4,6,3,4,1,-4,-4,-4,0,-4,0,2,1,2,2,-4,1,-4,3,2,1,1,1,3,1,1,1,3,4,4,0,0,1,1
4688,2,-4,-4,-4,-4,-4,-4,-4,6,5,4,2,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,1,1,1,3,2,1,2,3,1,2,2,1,0,1,0
4689,2,-4,-4,-4,-4,-4,-4,-4,6,1,3,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4690,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4691,2,-4,-4,-4,-4,-4,-4,-4,6,3,5,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4692,-4,1,1,-2,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,2,1,2,4,3,3,3,1,2,2,1,0,0,1,0
4693,-4,0,1,-2,0,0,-4,0,6,2,5,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,0,-4,3,1,1,1,1,1,-4,1,1,-4,2,2,1,0,0,0
4694,2,-4,-4,-4,-4,-4,-4,-4,6,7,4,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4695,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4696,2,-4,-4,-4,-4,-4,-4,-4,6,4,0,1,-4,-4,-4,0,-4,0,3,2,3,2,-4,1,-4,3,3,1,3,3,1,1,2,3,4,3,3,0,0,0,0
4697,2,-4,-4,-4,-4,-4,-4,-4,6,5,3,2,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,1,-4,3,1,1,2,3,3,4,1,2,4,1,4,0,0,1,0
4698,2,-4,-4,-4,-4,-4,-4,-4,6,3,5,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,3,1,1,3,1,1,1,-4,4,3,1,2,0,0,0,0
4699,-4,0,1,7,0,0,-4,0,6,7,0,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,1,2,1,1,1,1,1,3,1,2,0,0,1,1
4700,2,-4,-4,-4,-4,-4,-4,-4,6,8,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,3,1,1,1,1,2,2,1,1,1,1,2,0,0,0,0
4701,2,-4,-4,-4,-4,-4,-4,-4,6,6,0,1,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,-4,3,2,2,1,2,1,3,2,1,4,2,2,0,0,0,1
4702,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,1,4,2,1,4,3,3,1,1,3,3,2,0,0,0,1
4703,-4,0,1,-2,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4704,-4,0,0,-4,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,3,3,4,4,1,1,2,4,3,2,3,0,0,0,0
4705,2,-4,-4,-4,-4,-4,-4,-4,6,2,5,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4706,-4,0,1,13,0,0,-4,0,6,5,4,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4707,-4,0,1,-2,0,0,-4,0,6,8,8,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4708,-4,1,1,0,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,1,3,2,1,4,1,3,1,1,4,4,0,0,1,1
4709,-4,1,1,10,0,0,-4,0,6,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,4,1,1,1,3,1,1,1,1,4,2,0,0,1,1
4710,-4,1,1,6,0,0,-4,0,6,3,5,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4711,-4,0,1,6,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0
4712,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,-4,3,4,3,2,3,1,3,1,1,3,1,3,0,0,0,1
4713,-4,0,0,-4,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,3,1,1,1,3,3,1,4,4,1,4,2,0,0,1,0
4714,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4715,2,-4,-4,-4,-4,-4,-4,-4,6,2,5,1,-4,1,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,1,2,2,2,2,2,1,1,1,3,4,2,0,0,1,-4
4716,-4,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,2,1,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,1,2,2,2,1,1,1,1,3,3,2,2,0,0,1,1
4717,2,-4,-4,-4,-4,-4,-4,-4,6,3,5,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,-4,1,3,1,1,1,1,1,3,1,1,1,1,0,0,-4
4718,-4,1,1,11,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,1,4,4,2,1,3,2,1,3,1,1,0,0,0,0
4719,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4720,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4721,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,0,1,1,1,1,2,1,-4,3,1,1,2,1,2,2,2,4,3,2,4,0,0,0,1
4722,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,1,-4,1,1,1,2,1,1,1,1,4,4,4,1,0,0,0,1
4723,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,4,1,1,1,2,3,2,3,3,3,2,0,0,0,1
4724,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,1,-4,1,1,2,1,4,1,3,1,1,2,1,4,1,0,1,1
4725,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4726,-4,1,1,6,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4727,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,0,3,3,3,3,-4,1,1,-4,1,3,1,1,1,4,1,4,1,1,4,1,1,0,-4
4728,-4,0,1,-2,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4729,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4730,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,1,4,1,1,1,4,1,1,4,4,1,0,0,0,-4
4731,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,1,1,1,4,1,1,3,1,1,1,3,3,0,0,0,1
4732,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,1,1,-4,1,3,3,1,1,3,1,1,1,1,3,1,0,0,-4
4733,-4,0,1,0,0,0,-4,0,6,5,2,2,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,1,-4,1,1,1,1,2,1,1,2,1,3,3,3,0,0,0,0
4734,2,-4,-4,-4,-4,-4,-4,-4,6,7,3,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,1,-4,3,1,1,1,3,3,1,3,2,2,2,3,0,0,1,0
4735,2,-4,-4,-4,-4,-4,-4,-4,6,7,2,2,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,1,-4,3,1,1,1,2,4,4,1,1,4,4,1,0,0,0,0
4736,-4,0,1,6,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,2,1,2,3,2,4,1,2,3,4,2,0,0,0,-4
4737,2,-4,-4,-4,-4,-4,-4,-4,6,5,3,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4738,2,-4,-4,-4,-4,-4,-4,-4,6,5,3,1,-4,0,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,1,2,1,2,2,2,1,1,2,3,4,-4,0,0,1,1
4739,2,-4,-4,-4,-4,-4,-4,-4,6,1,5,2,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,1,4,3,4,1,3,1,1,1,2,1,0,0,0,1
4740,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,2,4,2,4,1,3,3,1,1,1,1,1,0,0,1
4741,2,-4,-4,-4,-4,-4,-4,-4,6,5,1,2,-4,1,-4,-4,-4,0,-4,-4,-4,-4,-4,0,0,-4,2,3,2,1,1,1,1,2,2,2,2,0,0,0,-4
4742,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,1,-4,-4,-4,1,-4,-4,-4,-4,-4,1,-4,-4,3,1,2,1,2,1,1,1,2,3,2,0,0,0,1
4743,-4,0,1,-2,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0
4744,-4,1,1,-2,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,2,1,1,2,4,2,1,4,1,2,0,0,1,1
4745,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4746,-4,0,1,2,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4747,2,-4,-4,-4,-4,-4,-4,-4,6,7,2,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,-4,3,1,4,4,3,3,4,2,3,4,3,0,0,1,0
4748,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,1,-4,1,1,4,1,4,1,4,2,1,3,1,3,0,0,0,0
4749,2,-4,-4,-4,-4,-4,-4,-4,6,7,2,2,-4,-4,-4,0,-4,1,3,1,3,3,-4,1,-4,1,2,3,1,1,3,3,1,3,3,4,4,0,0,0,0
4750,-4,0,1,-2,0,0,-4,1,3,7,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4751,-4,1,1,-2,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,1,1,4,2,1,3,3,2,1,2,2,3,0,0,0,1
4752,-4,1,1,7,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,1,1,1,1,1,1,2,3,1,3,0,0,0,1
4753,2,-4,-4,-4,-4,-4,-4,-4,6,3,5,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4754,2,-4,-4,-4,-4,-4,-4,-4,6,3,3,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4755,2,-4,-4,-4,-4,-4,-4,-4,6,3,0,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4756,2,-4,-4,-4,-4,-4,-4,-4,6,5,0,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,1,0,-4,3,2,3,4,1,3,2,2,1,3,1,2,0,0,1,1
4757,2,-4,-4,-4,-4,-4,-4,-4,6,2,5,1,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,1,-4,1,1,1,3,1,1,3,1,1,2,1,3,0,0,0,0
4758,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,1,2,4,2,1,1,1,1,1,3,1,3,0,0,1,1
4759,2,-4,-4,-4,-4,-4,-4,-4,6,7,4,1,-4,-4,-4,0,-4,1,1,1,3,1,2,1,-4,3,3,1,4,4,2,2,1,1,3,4,1,1,0,0,0
4760,-4,0,0,-4,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,1,3,3,2,2,3,3,3,2,3,2,3,0,0,0,0
4761,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,2,2,3,3,2,1,-4,3,2,1,4,4,1,2,1,1,4,4,3,1,0,0,-4
4762,-4,0,1,-2,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4763,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,2,3,3,3,3,4,2,1,1,2,2,0,0,0,-4
4764,2,-4,-4,-4,-4,-4,-4,-4,6,7,2,1,-4,-4,-4,0,-4,1,2,2,3,2,1,1,-4,1,1,4,1,1,1,2,1,4,3,3,2,0,0,0,1
4765,2,-4,-4,-4,-4,-4,-4,-4,6,8,8,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,1,-4,1,2,2,2,2,2,2,2,1,4,2,2,1,0,0,-4
4766,3,-4,-4,-4,-4,-4,-4,-4,6,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,3,1,2,2,2,1,2,2,1,2,3,2,0,0,0,1
4767,2,-4,-4,-4,-4,-4,-4,-4,6,4,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4768,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,-4,-4,-4,0,-4,-4,-4,-4,2,0,-4,3,1,3,4,4,3,1,1,4,2,2,2,0,1,0,0
4769,2,-4,-4,-4,-4,-4,-4,-4,6,4,5,2,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,1,3,3,3,3,2,3,3,3,3,3,0,1,0,1
4770,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4771,-4,1,1,-2,0,0,-4,0,6,2,6,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,3,3,3,3,4,3,2,4,4,3,4,3,0,1,0,1
4772,-4,0,1,-2,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,2,2,2,4,3,2,2,1,3,4,2,0,0,1,1
4773,-4,1,1,-2,0,0,-4,0,6,2,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,3,1,2,1,1,1,1,2,1,3,1,0,1,0,0
4774,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,1,-4,3,1,4,1,1,1,3,4,1,3,4,4,0,0,0,1
4775,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,1,1,1,1,1,1,1,1,1,3,1,1,0,0,1,1
4776,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,-4,-4,-4,0,-4,-4,-4,-4,1,1,-4,-4,1,3,1,3,2,1,2,2,2,1,2,0,0,1,1
4777,2,-4,-4,-4,-4,-4,-4,-4,6,3,5,1,-4,0,-4,1,-4,1,-4,-4,-4,-4,-4,1,-4,3,3,4,3,3,2,2,3,4,4,3,4,-4,0,1,1
4778,2,-4,-4,-4,-4,-4,-4,-4,6,2,4,2,-4,0,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,3,1,1,2,1,1,1,1,2,2,4,2,0,0,0,0
4779,2,-4,-4,-4,-4,-4,-4,-4,6,6,3,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,1,4,2,3,3,2,2,2,4,3,3,4,0,0,0,-4
4780,2,-4,-4,-4,-4,-4,-4,-4,6,4,5,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,3,1,4,1,1,1,4,2,-4,-4,-4,1,0,0,0,-4
4781,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4782,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4783,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4784,2,-4,-4,-4,-4,-4,-4,-4,6,4,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,1,-4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
4785,-4,0,1,10,0,0,-4,0,6,7,3,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,4,3,4,3,4,3,3,4,3,3,4,0,0,0,1
4786,2,-4,-4,-4,-4,-4,-4,-4,6,4,3,2,-4,-4,-4,0,-4,0,1,1,1,2,2,1,-4,1,1,1,1,1,2,2,1,2,3,4,1,0,0,0,0
4787,2,-4,-4,-4,-4,-4,-4,-4,6,5,3,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,2,1,2,4,4,3,4,3,1,3,0,0,1,0
4788,-4,1,1,10,0,0,-4,0,2,7,5,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,-4,2,3,3,1,3,2,3,2,2,4,3,1,0,1,1
4789,-4,0,0,-4,0,0,-4,0,2,3,5,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,1,-4,3,4,3,3,1,2,2,1,3,2,4,1,0,0,1,1
4790,2,-4,-4,-4,-4,-4,-4,-4,6,3,4,2,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,1,1,-4,1,1,3,2,3,3,4,3,3,3,4,3,0,0,0,1
4791,2,-4,-4,-4,-4,-4,-4,-4,6,7,2,1,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,-4,3,2,1,1,1,2,1,1,1,2,3,2,0,0,0,1
4792,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,1,1,2,1,1,1,2,2,1,4,1,3,0,0,0,1
4793,-4,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,1,4,2,2,3,3,2,1,1,3,4,2,0,0,1,1
4794,2,-4,-4,-4,-4,-4,-4,-4,6,2,5,2,-4,0,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,3,2,4,4,1,2,3,2,4,2,3,0,0,0,0
4795,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,1,-4,-4,-4,1,1,1,1,-4,1,-4,3,2,3,1,1,2,1,2,1,3,2,1,0,0,1,0
4796,2,-4,-4,-4,-4,-4,-4,-4,6,5,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,3,1,3,1,2,4,1,1,1,4,4,3,0,0,0,1
4797,-4,0,1,6,1,0,-4,0,6,6,0,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4798,2,-4,-4,-4,-4,-4,-4,-4,6,3,2,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4799,-4,1,1,-2,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,1,3,1,1,1,2,3,1,1,3,3,3,0,0,0,-4
4800,2,-4,-4,-4,-4,-4,-4,-4,6,0,0,1,-4,-4,-4,1,-4,0,-4,-4,-4,-4,-4,0,-4,-4,2,1,2,1,3,4,1,2,1,2,1,0,0,1,1
4801,-4,0,0,-4,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4802,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,-4,3,2,3,1,2,1,2,2,3,2,2,0,0,1,1
4803,-4,0,1,9,0,0,-4,0,6,5,3,1,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,1,-4,3,2,2,3,3,3,2,2,2,1,2,2,0,1,0,0
4804,-4,1,0,-4,0,0,-4,1,6,5,2,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,2,1,1,2,3,1,1,1,2,3,3,2,0,0,1,1
